Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
KT11 2BE,Yes,51.339854,-0.380372,512913,161330,TQ129613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1996-12-01,,53,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2BF,Yes,51.339759,-0.37937,512983,161321,TQ129613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1996-12-01,,55,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2BG,Yes,51.332743,-0.403475,511321,160504,TQ113605,"Cobham and Downside","Elmbridge, unparished area",2005-06-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030301,"Elmbridge 017B"
KT11 2BH,Yes,51.33326,-0.401117,511484,160565,TQ114605,"Cobham and Downside","Elmbridge, unparished area",1981-06-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030301,"Elmbridge 017B"
KT11 2BJ,Yes,51.334986,-0.389903,512261,160774,TQ122607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2011-08-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BL,No,51.33302,-0.404628,511240,160533,TQ112605,"Cobham and Downside","Elmbridge, unparished area",1987-04-01,2000-10-01,37,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030301,"Elmbridge 017B"
KT11 2BN,No,51.341877,-0.394084,511953,161534,TQ119615,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2000-12-01,2002-01-01,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BP,Yes,51.34217,-0.395093,511882,161565,TQ118615,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BQ,Yes,51.341124,-0.376623,513171,161477,TQ131614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2000-06-01,,58,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2BS,Yes,51.335304,-0.392792,512059,160805,TQ120608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,48,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BT,Yes,51.336124,-0.394965,511906,160893,TQ119608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BU,Yes,51.338779,-0.394393,511939,161189,TQ119611,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BW,Yes,51.340114,-0.393341,512009,161339,TQ120613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1996-06-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BX,Yes,51.339688,-0.393836,511976,161291,TQ119612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2BY,Yes,51.327642,-0.389514,512306,159958,TQ123599,"Cobham and Downside","Elmbridge, unparished area",2003-10-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030303,"Elmbridge 018A"
KT11 2BZ,Yes,51.339359,-0.392736,512053,161256,TQ120612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,45,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2DA,Yes,51.336547,-0.392303,512090,160944,TQ120609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,48,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2DB,Yes,51.335368,-0.391647,512139,160814,TQ121608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,50,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2DD,Yes,51.333188,-0.391258,512171,160572,TQ121605,"Cobham and Downside","Elmbridge, unparished area",1980-01-01,,48,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030301,"Elmbridge 017B"
KT11 2DE,Yes,51.333681,-0.390572,512218,160628,TQ122606,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,50,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2DF,Yes,51.330899,-0.388984,512335,160321,TQ123603,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,50,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2DG,Yes,51.330624,-0.389898,512272,160289,TQ122602,"Cobham and Downside","Elmbridge, unparished area",1980-01-01,,47,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030301,"Elmbridge 017B"
KT11 2DH,Yes,51.32785,-0.389579,512301,159981,TQ123599,"Cobham and Downside","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030303,"Elmbridge 018A"
KT11 2DJ,Yes,51.324573,-0.389966,512282,159616,TQ122596,"Cobham and Downside","Elmbridge, unparished area",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030303,"Elmbridge 018A"
KT11 2DL,Yes,51.325244,-0.39033,512255,159690,TQ122596,"Cobham and Downside","Elmbridge, unparished area",1980-01-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030303,"Elmbridge 018A"
KT11 2DN,Yes,51.336695,-0.389958,512253,160964,TQ122609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2DP,Yes,51.326977,-0.388892,512351,159885,TQ123598,"Cobham and Downside","Elmbridge, unparished area",2006-07-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030303,"Elmbridge 018A"
KT11 2DQ,Yes,51.328392,-0.388469,512377,160043,TQ123600,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,43,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2DR,Yes,51.326175,-0.390054,512272,159794,TQ122597,"Cobham and Downside","Elmbridge, unparished area",1984-10-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030303,"Elmbridge 018A"
KT11 2DS,Yes,51.337688,-0.389622,512274,161075,TQ122610,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1997-12-01,,55,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2DT,Yes,51.337959,-0.385779,512541,161111,TQ125611,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1984-10-01,,59,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2DU,Yes,51.338023,-0.387169,512444,161116,TQ124611,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1982-03-01,,60,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2DW,Yes,51.336438,-0.385675,512552,160942,TQ125609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1994-05-01,,60,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2DX,Yes,51.342625,-0.375263,513262,161646,TQ132616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1981-06-01,,53,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT11 2DY,Yes,51.342205,-0.372248,513473,161604,TQ134616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1981-06-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT11 2DZ,Yes,51.334687,-0.389138,512315,160742,TQ123607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,52,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EA,Yes,51.335387,-0.389688,512275,160819,TQ122608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,53,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030306,"Elmbridge 017F"
KT11 2EB,Yes,51.335012,-0.387261,512445,160781,TQ124607,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,56,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2ED,Yes,51.335788,-0.386128,512522,160869,TQ125608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,60,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EE,Yes,51.335337,-0.383388,512714,160823,TQ127608,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,63,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EF,Yes,51.336434,-0.384081,512663,160944,TQ126609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,61,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EG,Yes,51.337526,-0.38499,512597,161064,TQ125610,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,58,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EH,Yes,51.336928,-0.384773,512614,160998,TQ126609,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,53,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EJ,Yes,51.340225,-0.383222,512714,161367,TQ127613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EL,Yes,51.340654,-0.381038,512865,161418,TQ128614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,56,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EN,Yes,51.342683,-0.377501,513106,161649,TQ131616,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,57,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EP,Yes,51.34067,-0.375691,513237,161428,TQ132614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,61,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2EQ,Yes,51.340207,-0.377904,513084,161373,TQ130613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1996-12-01,,57,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2ER,Yes,51.338818,-0.376345,513196,161221,TQ131612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,66,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2ES,Yes,51.337866,-0.375839,513234,161116,TQ132611,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,71,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2ET,Yes,51.341459,-0.373538,513385,161519,TQ133615,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,58,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT11 2EU,Yes,51.339863,-0.373236,513410,161342,TQ134613,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,64,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT11 2EW,Yes,51.340739,-0.371568,513524,161442,TQ135614,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,59,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT11 2EX,Yes,51.341294,-0.370759,513579,161505,TQ135615,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,56,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT11 2EY,Yes,51.338792,-0.372542,513461,161224,TQ134612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,65,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030344,"Elmbridge 018D"
KT11 2EZ,Yes,51.339079,-0.382883,512740,161240,TQ127612,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",1980-01-01,,54,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030305,"Elmbridge 017E"
KT11 2FA,No,51.332591,-0.393647,512006,160502,TQ120605,"Cobham and Downside","Elmbridge, unparished area",1998-06-01,1999-06-01,44,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030301,"Elmbridge 017B"
KT11 2FB,No,51.329082,-0.410664,510829,160086,TQ108600,"Cobham and Downside","Elmbridge, unparished area",1999-12-01,2012-03-01,24,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030302,"Elmbridge 017C"
KT11 2FD,No,51.329082,-0.410664,510829,160086,TQ108600,"Cobham and Downside","Elmbridge, unparished area",2000-06-01,2001-12-01,24,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030302,"Elmbridge 017C"
KT11 2FE,No,51.329082,-0.410664,510829,160086,TQ108600,"Cobham and Downside","Elmbridge, unparished area",2000-12-01,2003-11-01,24,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030302,"Elmbridge 017C"
KT11 2FF,No,51.329082,-0.410664,510829,160086,TQ108600,"Cobham and Downside","Elmbridge, unparished area",2000-12-01,2011-08-01,24,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030302,"Elmbridge 017C"
KT11 2FG,Yes,51.330162,-0.381235,512877,160251,TQ128602,"Oxshott and Stoke D'Abernon","Elmbridge, unparished area",2013-05-01,,44,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030343,"Elmbridge 018C"
KT11 2FH,Yes,51.328674,-0.409809,510890,160042,TQ108600,"Cobham and Downside","Elmbridge, unparished area",2017-08-01,,24,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030302,"Elmbridge 017C"
KT11 2FJ,Yes,51.328491,-0.409557,510908,160022,TQ109600,"Cobham and Downside","Elmbridge, unparished area",2017-08-01,,24,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030302,"Elmbridge 017C"
